Unique product ID,Product ID,Category,Sub-Category,Product Name
OFF-PA-10001509-7848442154746559229,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
OFF-PA-10003465--8739551541443278611,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912
TEC-PH-10000149--4262003281560959792,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless
OFF-AR-10003045--6727637172981449625,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
OFF-ST-10000689--3014397121633863703,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
TEC-AC-10001445--6343575732983525251,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
TEC-AC-10002567--5651745578397527076,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
OFF-LA-10003923--8307244240867123823,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
FUR-BO-10001337--8254980979115492344,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
TEC-PH-10001924-4067762188517118119,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock
TEC-PH-10001363--4264544325200902979,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S
TEC-PH-10000376-8516784621147901961,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader
TEC-AC-10000303--6933365838636185882,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse
OFF-ST-10001809-6657561602495057907,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
OFF-EN-10003845--3632621155120859802,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes
TEC-AC-10000991-8083237519912949963,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
FUR-TA-10001857-4526335353235583110,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table
OFF-EN-10001434--4198037365849836584,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
OFF-BI-10002498-3527863393347220278,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips
FUR-FU-10004864--1491486836416670931,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
FUR-FU-10000073-7654995774757878404,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
OFF-BI-10001670-7711331193650372894,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders
OFF-BI-10001658-6694589051336593047,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
FUR-CH-10001215--8336877103775328175,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
OFF-BI-10000831--7923441047577445296,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets
OFF-PA-10000357-4653550406279772341,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
OFF-AR-10001662--1242423087978638622,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener
OFF-AR-10003856-1841259321469081314,OFF-AR-10003856,Office Supplies,Art,Newell 344
OFF-ST-10001228-6631562314214943067,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle
OFF-BI-10003527--8891638599841816529,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
FUR-FU-10001290-1353801353941110387,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock
TEC-AC-10002399--1164518976946510996,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
OFF-AR-10003811--2943436818627059787,OFF-AR-10003811,Office Supplies,Art,Newell 327
OFF-AR-10001246--3617431170940182883,OFF-AR-10001246,Office Supplies,Art,Newell 317
TEC-CO-10003236--264851461211158351,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier
OFF-ST-10004507-38227904941880566,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
OFF-PA-10001667-826217274959937345,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-ST-10004459-8963738122209416129,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers
OFF-ST-10000736--8367492618605874067,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
OFF-BI-10000285--4345016844808030785,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
TEC-PH-10003555--6660775736444660082,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
TEC-AC-10003832--7013840540920872363,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
OFF-FA-10002815--2750901894937266039,OFF-FA-10002815,Office Supplies,Fasteners,Staples
FUR-CH-10003379--1093261519645506229,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
OFF-ST-10004963-3623830903956117265,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers
OFF-SU-10002881--1836026619911246278,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener
OFF-EN-10001335-4292067435048989796,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
FUR-CH-10000595--3905627493390023439,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
FUR-FU-10000448--1530100122242532346,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
TEC-PH-10000984-5932689804392393184,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
OFF-ST-10001325--6852183782449992626,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
OFF-BI-10002429--1155057281466392896,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black"
OFF-BI-10004528--3517334123392896934,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
OFF-AP-10001271--968632915750196107,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
FUR-CH-10002647--5852834546962192873,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set"
TEC-AC-10001432-7256703998567875204,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard
TEC-PH-10002262-1267086561502894621,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset
TEC-AC-10001465-6065746276652806016,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
TEC-PH-10002597--4695970270497390253,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium
FUR-FU-10000723--5589842856301851860,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
OFF-BI-10000404-400361941435903818,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
OFF-PA-10002986-4665491215628102468,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898
OFF-SU-10001935-6162643043605912288,OFF-SU-10001935,Office Supplies,Supplies,Staple remover
FUR-CH-10002024--430299156314290944,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall
FUR-FU-10003039-8502933892913912014,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
OFF-FA-10004248-8694233202498926488,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
OFF-ST-10001780-5409499094730349674,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack
OFF-AR-10003560-2678186836795908294,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters
OFF-LA-10001297-8218474593425302567,OFF-LA-10001297,Office Supplies,Labels,Avery 473
FUR-TA-10004256--2845701625009666413,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables
OFF-PA-10003441-4209928483747389459,OFF-PA-10003441,Office Supplies,Paper,Xerox 226
OFF-BI-10000069-739080802538460788,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
OFF-AP-10003914--2128440496896498440,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"
FUR-FU-10004020--2203863654830210526,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
OFF-FA-10003467--4745871033835032420,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack"
TEC-PH-10002496--6696156868209184921,TEC-PH-10002496,Technology,Phones,Cisco SPA301
OFF-PA-10004530-2235613713255104967,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels
OFF-BI-10001107-6582254797597636251,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
OFF-PA-10004451--1776507188388949454,OFF-PA-10004451,Office Supplies,Paper,Xerox 222
FUR-CH-10004997-7068574337443045917,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
TEC-PH-10000347-2798320487426615016,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
OFF-AR-10003394-3401183026162075735,OFF-AR-10003394,Office Supplies,Art,Newell 332
OFF-PA-10001450-5646404657719260191,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books
OFF-SU-10001574--2548806200574164851,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors
FUR-FU-10001475-9169448319798022827,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown"
OFF-SU-10004498-6136182111102811882,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
TEC-PH-10000586--8454651342229109880,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ
OFF-BI-10002764-8353155054032777244,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
OFF-LA-10003930--3954120867755071986,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
TEC-PH-10003800-8390024285459731637,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh
OFF-PA-10002005-4345995581649777177,OFF-PA-10002005,Office Supplies,Paper,Xerox 225
OFF-PA-10004101-2272140034638070919,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894
OFF-AR-10004078-4826452985274404751,OFF-AR-10004078,Office Supplies,Art,Newell 312
OFF-AP-10004708--1602983143045907053,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
FUR-FU-10001979--4840484290364085892,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp
OFF-SU-10004115-1649789484990864965,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips
TEC-PH-10001425--489104978829807988,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone
TEC-PH-10003963-4607068337707454362,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter
OFF-ST-10001490-927980540349489531,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
OFF-PA-10002120--2240805441148572049,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889
OFF-BI-10000848--7994643184194377093,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders
TEC-PH-10003092-8992483513323450937,TEC-PH-10003092,Technology,Phones,Motorola L804
OFF-LA-10004345-6964269150031740574,OFF-LA-10004345,Office Supplies,Labels,Avery 493
OFF-PA-10001204-280885026068421662,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972
TEC-PH-10004667--905934398499884447,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
OFF-BI-10002949--8539495815985136183,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders
FUR-FU-10003849--8130168098536150422,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge"
FUR-FU-10000010--174105727042814784,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
OFF-BI-10002824--8770162349748377393,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders
TEC-PH-10002538--6933873959771147931,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone
OFF-BI-10002103--1125916100708684549,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
FUR-CH-10004853--6842824973815277934,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm"
OFF-AP-10000179-2245503839361162547,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
OFF-ST-10001272-3591132806682013986,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl"
FUR-FU-10000221-4897003458948151974,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown"
OFF-AP-10001563-811096704416818302,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
OFF-BI-10000605-6949129583847316556,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
OFF-ST-10001963-7890314048856172722,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units
TEC-AC-10001267-9183785683111315500,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...
TEC-PH-10002103-4214416285089247008,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410
TEC-AC-10002857--5886722059379133562,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"
FUR-CH-10001482--2487249744165310910,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat
OFF-BI-10001989-3380451025354761725,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
OFF-AP-10003287-5274366870752312648,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax
OFF-BI-10004728-5371847455113920837,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
FUR-FU-10000732-4201976358202815047,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories
OFF-ST-10000585-4156873545263822986,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files
OFF-LA-10002787--1680528813606202328,OFF-LA-10002787,Office Supplies,Labels,Avery 480
OFF-PA-10001934-5994068951949495474,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993
OFF-AP-10002457--9150863878462851829,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
OFF-FA-10003112--2750901894937266039,OFF-FA-10003112,Office Supplies,Fasteners,Staples
OFF-AP-10002350-5149210083989815129,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
TEC-AC-10001142-2978721365685061321,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad
TEC-AC-10001101--3690536459204689094,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card
OFF-AP-10002439--7828120369408433029,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
OFF-BI-10002827--2790562686439496362,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders
OFF-EN-10002230-2083145999013485042,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes
OFF-ST-10001511--7477764656553295645,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving
OFF-SU-10004231--6715956224519170906,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
TEC-PH-10004042-8029793343565731252,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone
FUR-FU-10003096-2067832975865650885,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow"
FUR-FU-10002759--8800470555133988044,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock
FUR-TA-10000688--8762208306726880116,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
OFF-PA-10002377-8632647241961517608,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
OFF-AR-10001954-3356505899235775549,OFF-AR-10001954,Office Supplies,Art,Newell 331
OFF-AP-10004532-2304242064496821732,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
OFF-PA-10002137-1333700994902622488,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb."
OFF-AP-10000804-8201176302829516471,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum
TEC-AC-10003614--7264380975344043664,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack"
FUR-FU-10003553-1553895878405097470,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
OFF-BI-10004632-885223715186964222,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
OFF-BI-10003305-8108382509141221364,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders
OFF-ST-10002583--4356565525834196840,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes
TEC-MA-10004125--7148447782705797512,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print
OFF-LA-10001934-8847310635948394954,OFF-LA-10001934,Office Supplies,Labels,Avery 516
FUR-BO-10004015--5653363226888884235,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
FUR-FU-10004071-6864435827502474483,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
OFF-ST-10002444--7186255411668555930,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File
TEC-AC-10002253--3153056126803573300,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp
OFF-PA-10000743--2455730578427399876,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977
OFF-LA-10002312-1711050806832027308,OFF-LA-10002312,Office Supplies,Labels,Avery 490
OFF-LA-10003510-6825223985504385237,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
OFF-AR-10001118--1319436200020731853,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
OFF-BI-10001575--4064263710747944702,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers
FUR-FU-10003394-8324774561961592007,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats"
FUR-TA-10002774--7908149730043501942,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables
OFF-PA-10001800-6245302862308917492,OFF-PA-10001800,Office Supplies,Paper,Xerox 220
OFF-AP-10001469-4804283217401610993,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector
FUR-BO-10003272--2926252294438292994,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
OFF-EN-10001219--1579182711811631974,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
OFF-AP-10001154-8960580519519588546,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer
TEC-AC-10001606-2518032985983928669,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
OFF-BI-10003355--1198855906618341656,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
FUR-FU-10002253--6135062756249055273,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
OFF-PA-10004092--6826297141831974048,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
FUR-TA-10000198-2017790988833123339,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
OFF-ST-10000036--4170671714039001342,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16"
FUR-FU-10000222--5099858247183962017,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
OFF-SU-10004664--7491834558634469118,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors
OFF-EN-10001141--2990671305037024980,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
TEC-PH-10002170--8207161053164779525,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone
OFF-PA-10001954-3138227091291795569,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964
FUR-TA-10002228--391909147079028474,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base"
OFF-ST-10004634--2168291900676151142,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony"
TEC-AC-10003610--3100895866098044202,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard
FUR-BO-10001619-5560500857042565654,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase
OFF-BI-10000138-3311852151606954299,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders
TEC-AC-10001383-3290957194680862916,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400
OFF-LA-10003223-7362130743078651947,OFF-LA-10003223,Office Supplies,Labels,Avery 508
OFF-BI-10004094-6434728784233294367,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
OFF-PA-10004971--4858606696489041866,OFF-PA-10004971,Office Supplies,Paper,Xerox 196
OFF-SU-10004261--7642686764831880895,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack"
TEC-PH-10000004--7942021395473370316,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable
OFF-BI-10003638-6725559282353067407,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers
FUR-FU-10003577-8225709930979444835,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames
OFF-BI-10000546--8401938183950368163,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders
TEC-CO-10002095-1320210249201771196,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
FUR-TA-10001095-2423994939892935296,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
OFF-LA-10004484--5228463666389482128,OFF-LA-10004484,Office Supplies,Labels,Avery 476
OFF-EN-10001532-5577133719948133153,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
TEC-AC-10003174--5270468130539936859,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
OFF-BI-10004187-1242234272209125524,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack
OFF-ST-10000025--6960950794897368847,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers
FUR-FU-10004306--3867095373127313098,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
FUR-CH-10003746--861623429801811206,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs
OFF-BI-10001036--832039531474324159,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders
OFF-BI-10000301-1314150140411262792,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
OFF-AR-10004648--4000569957152491093,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener
FUR-FU-10002597-5075601943088647240,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
OFF-AR-10003405--3239296010306962924,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
FUR-CH-10002335-6124732137228020151,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair
OFF-PA-10003657--184300480672553450,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927
FUR-BO-10004409-5206390656028873635,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
TEC-AC-10000057-7297247542374311812,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000
OFF-EN-10000056--8479701879226656755,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes
OFF-BI-10000014--7261261262268516580,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders
FUR-CH-10004675--2275739352822241845,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
OFF-BI-10001132-2760543321526906235,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""
FUR-CH-10003199--6419182708046503936,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair
TEC-PH-10001530--7359830020026862054,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
OFF-LA-10001569--8122529432317502625,OFF-LA-10001569,Office Supplies,Labels,Avery 499
OFF-PA-10000176-4967553810035598669,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887
OFF-LA-10002271--8139398582322995979,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
FUR-FU-10004090-2971845046809532405,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock"
OFF-AP-10000576-7983354609664483184,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II
OFF-PA-10003953-5626963721661529107,OFF-PA-10003953,Office Supplies,Paper,Xerox 218
FUR-FU-10000794-904507224531594648,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
