Order ID,Customer ID,Unique product ID,Product ID,Order Date,Ship Date,Sales,Geo_ID
CA-2017-124485,NC-18340,OFF-PA-10004888-5456359093131210857,OFF-PA-10004888,2017-11-24,2017-11-26,6.48,New York City_New York_10035.0
CA-2017-159212,KM-16375,TEC-PH-10003988--3528602405808932897,TEC-PH-10003988,2017-11-01,2017-11-05,21.8,Salem_Virginia_24153.0
CA-2017-159212,KM-16375,OFF-EN-10002230-2083145999013485042,OFF-EN-10002230,2017-11-01,2017-11-05,251.79,Salem_Virginia_24153.0
US-2017-161396,GM-14455,FUR-TA-10002622--8216584592388544130,FUR-TA-10002622,2017-04-19,2017-04-25,205.176,Columbus_Ohio_43229.0
US-2017-161396,GM-14455,OFF-PA-10000418-449772232231463295,OFF-PA-10000418,2017-04-19,2017-04-25,419.4,Columbus_Ohio_43229.0
US-2015-118486,SD-20485,OFF-SU-10004498-6136182111102811882,OFF-SU-10004498,2015-04-06,2015-04-08,10.304,Philadelphia_Pennsylvania_19143.0
US-2015-118486,SD-20485,FUR-TA-10001039--5936920754589111764,FUR-TA-10001039,2015-04-06,2015-04-08,154.764,Philadelphia_Pennsylvania_19143.0
US-2015-118486,SD-20485,TEC-AC-10004659--2477777113033035391,TEC-AC-10004659,2015-04-06,2015-04-08,116.784,Philadelphia_Pennsylvania_19143.0
CA-2017-130407,KD-16270,OFF-AR-10002240-2772101631819681912,OFF-AR-10002240,2017-09-02,2017-09-06,75.48,New York City_New York_10024.0
CA-2017-130407,KD-16270,FUR-FU-10001967-6235890672642631468,FUR-FU-10001967,2017-09-02,2017-09-06,39.98,New York City_New York_10024.0
US-2017-122245,AB-10105,FUR-TA-10002356--5097038528296037176,FUR-TA-10002356,2017-09-25,2017-09-30,393.165,Phoenix_Arizona_85023.0
CA-2018-105144,SZ-20035,OFF-LA-10003923--8307244240867123823,OFF-LA-10003923,2018-11-04,2018-11-11,23.68,Grand Prairie_Texas_75051.0
CA-2017-136329,JD-15895,FUR-CH-10002335-6124732137228020151,FUR-CH-10002335,2017-07-09,2017-07-13,408.006,New York City_New York_10035.0
CA-2017-136329,JD-15895,FUR-FU-10000723--5589842856301851860,FUR-FU-10000723,2017-07-09,2017-07-13,165.28,New York City_New York_10035.0
CA-2015-146640,HA-14905,OFF-BI-10002867--7372737324564501514,OFF-BI-10002867,2015-06-30,2015-07-05,334.768,New York City_New York_10024.0
CA-2018-115994,BT-11305,TEC-AC-10000580--7960865247440389154,TEC-AC-10000580,2018-01-28,2018-01-31,239.97,Costa Mesa_California_92627.0
CA-2018-115994,BT-11305,FUR-FU-10003976-3131702063081197761,FUR-FU-10003976,2018-01-28,2018-01-31,37.74,Costa Mesa_California_92627.0
CA-2016-126697,SV-20815,TEC-PH-10002922--6489239353775092947,TEC-PH-10002922,2016-09-21,2016-09-24,946.344,Houston_Texas_77041.0
CA-2016-126697,SV-20815,TEC-AC-10004353--7931128409528563977,TEC-AC-10004353,2016-09-21,2016-09-24,151.2,Houston_Texas_77041.0
CA-2016-126697,SV-20815,FUR-FU-10001706--4693693854461678523,FUR-FU-10001706,2016-09-21,2016-09-24,4.928,Houston_Texas_77041.0
CA-2016-124800,RW-19540,OFF-PA-10000501--5619197181755972655,OFF-PA-10000501,2016-09-26,2016-09-30,86.272,Mesa_Arizona_85204.0
CA-2016-124800,RW-19540,OFF-BI-10000778--7433460368501546120,OFF-BI-10000778,2016-09-26,2016-09-30,72.588,Mesa_Arizona_85204.0
CA-2016-124800,RW-19540,OFF-AP-10004980-1019831939241628399,OFF-AP-10004980,2016-09-26,2016-09-30,60.672,Mesa_Arizona_85204.0
CA-2016-124800,RW-19540,OFF-BI-10003984--3261028265373363247,OFF-BI-10003984,2016-09-26,2016-09-30,77.031,Mesa_Arizona_85204.0
CA-2016-124800,RW-19540,OFF-ST-10000798-8427711921711090584,OFF-ST-10000798,2016-09-26,2016-09-30,119.904,Mesa_Arizona_85204.0
CA-2016-124800,RW-19540,TEC-PH-10001750--1752737476745720623,TEC-PH-10001750,2016-09-26,2016-09-30,263.96,Mesa_Arizona_85204.0
CA-2016-124800,RW-19540,OFF-ST-10002743--4880412964901232263,OFF-ST-10002743,2016-09-26,2016-09-30,363.648,Mesa_Arizona_85204.0
US-2016-164448,DK-12835,OFF-BI-10002949--8539495815985136183,OFF-BI-10002949,2016-10-31,2016-11-04,9.728,Salinas_California_93905.0
US-2016-164448,DK-12835,OFF-EN-10002600--2724625153933731730,OFF-EN-10002600,2016-10-31,2016-11-04,14.75,Salinas_California_93905.0
US-2016-164448,DK-12835,OFF-BI-10003708-9109816179239657855,OFF-BI-10003708,2016-10-31,2016-11-04,29.8,Salinas_California_93905.0
US-2016-164448,DK-12835,OFF-LA-10003510-6825223985504385237,OFF-LA-10003510,2016-10-31,2016-11-04,427.42,Salinas_California_93905.0
CA-2018-122700,LT-17110,TEC-PH-10003092-8992483513323450937,TEC-PH-10003092,2018-11-26,2018-11-30,220.752,Columbus_Ohio_43229.0
CA-2015-120768,IM-15070,OFF-BI-10001191-2912734848023767820,OFF-BI-10001191,2015-12-19,2015-12-21,152.76,Florence_Alabama_35630.0
CA-2015-120768,IM-15070,OFF-SU-10004115-1649789484990864965,OFF-SU-10004115,2015-12-19,2015-12-21,7.27,Florence_Alabama_35630.0
CA-2015-120768,IM-15070,FUR-CH-10000513--6871183121311474685,FUR-CH-10000513,2015-12-19,2015-12-21,1819.86,Florence_Alabama_35630.0
US-2017-153129,FP-14320,OFF-PA-10003673-6069588964049284412,OFF-PA-10003673,2017-12-26,2017-12-30,33.9,Seattle_Washington_98105.0
CA-2018-106852,ST-20530,OFF-PA-10001639--6904461399095384587,OFF-PA-10001639,2018-06-20,2018-06-27,31.104,Parma_Ohio_44134.0
CA-2018-106852,ST-20530,OFF-AR-10003829--8847858993460271787,OFF-AR-10003829,2018-06-20,2018-06-27,5.248,Parma_Ohio_44134.0
CA-2016-139731,JE-15745,TEC-AC-10004975--5292080819593859537,TEC-AC-10004975,2016-10-15,2016-10-15,263.88,Amarillo_Texas_79109.0
CA-2016-139731,JE-15745,FUR-CH-10002024--430299156314290944,FUR-CH-10002024,2016-10-15,2016-10-15,2453.43,Amarillo_Texas_79109.0
CA-2018-122735,BD-11320,OFF-BI-10004364--8167626757972515030,OFF-BI-10004364,2018-04-12,2018-04-15,29.7,Providence_Rhode Island_2908.0
CA-2018-122735,BD-11320,OFF-PA-10001712--696684487172811656,OFF-PA-10001712,2018-04-12,2018-04-15,39.96,Providence_Rhode Island_2908.0
CA-2018-128160,MM-17920,OFF-BI-10001510-5237200147472866600,OFF-BI-10001510,2018-12-19,2018-12-24,36.672,San Francisco_California_94110.0
CA-2018-117695,PW-19030,OFF-PA-10002713--6281928420104238958,OFF-PA-10002713,2018-08-05,2018-08-08,13.76,Richmond_Kentucky_40475.0
CA-2016-166135,SC-20440,OFF-ST-10002974--7859575115007526671,OFF-ST-10002974,2016-10-01,2016-10-06,139.424,Aurora_Colorado_80013.0
CA-2017-133725,KL-16645,TEC-PH-10004165-2827267281551052472,TEC-PH-10004165,2017-05-23,2017-05-28,1979.928,Chicago_Illinois_60623.0
CA-2018-102337,SD-20485,OFF-ST-10004804--5494140280423271825,OFF-ST-10004804,2018-06-13,2018-06-16,164.736,Chicago_Illinois_60653.0
CA-2018-102337,SD-20485,FUR-CH-10004289--6578450010714461683,FUR-CH-10004289,2018-06-13,2018-06-16,470.302,Chicago_Illinois_60653.0
CA-2018-102337,SD-20485,TEC-PH-10002564--4092833899866257895,TEC-PH-10002564,2018-06-13,2018-06-16,47.984,Chicago_Illinois_60653.0
US-2015-112564,TS-21160,OFF-BI-10004876--2306009439031787813,OFF-BI-10004876,2015-04-23,2015-04-24,2.502,Philadelphia_Pennsylvania_19134.0
CA-2016-145821,JB-15400,TEC-PH-10004348-7765636189419068868,TEC-PH-10004348,2016-05-01,2016-05-07,88.752,Los Angeles_California_90008.0
US-2016-160150,TS-21085,OFF-BI-10004352-8254279083573002563,OFF-BI-10004352,2016-07-19,2016-07-20,2.025,Phoenix_Arizona_85023.0
CA-2017-133711,MC-17425,OFF-PA-10001685--9093674304549057966,OFF-PA-10001685,2017-11-26,2017-11-29,70.98,Mobile_Alabama_36608.0
CA-2017-133711,MC-17425,OFF-BI-10000666--4422859464614690434,OFF-BI-10000666,2017-11-26,2017-11-29,91.68,Mobile_Alabama_36608.0
CA-2017-133711,MC-17425,OFF-BI-10004352-8254279083573002563,OFF-BI-10004352,2017-11-26,2017-11-29,33.75,Mobile_Alabama_36608.0
CA-2017-133711,MC-17425,TEC-MA-10000010--8013274858210521287,TEC-MA-10000010,2017-11-26,2017-11-29,3040.0,Mobile_Alabama_36608.0
CA-2018-148474,ME-17320,OFF-BI-10000977-7018945203162982637,OFF-BI-10000977,2018-06-12,2018-06-19,91.2,Columbus_Georgia_31907.0
CA-2018-148474,ME-17320,FUR-TA-10002530-5036925857856693381,FUR-TA-10002530,2018-06-12,2018-06-19,452.94,Columbus_Georgia_31907.0
CA-2016-111297,SC-20440,OFF-BI-10002412-7285149978361546003,OFF-BI-10002412,2016-08-17,2016-08-21,52.2,New Bedford_Massachusetts_2740.0
CA-2017-123722,NH-18610,OFF-LA-10001569--8122529432317502625,OFF-LA-10001569,2017-09-25,2017-10-01,15.936,Irving_Texas_75061.0
CA-2015-155271,AA-10480,FUR-FU-10001473-3594560346329556071,FUR-FU-10001473,2015-05-04,2015-05-04,27.46,Middletown_Connecticut_6457.0
CA-2016-119907,LC-17140,OFF-BI-10001765--374144042261915147,OFF-BI-10001765,2016-12-01,2016-12-08,55.424,Seattle_Washington_98103.0
US-2017-128902,MB-18085,FUR-TA-10001095-2423994939892935296,FUR-TA-10001095,2017-03-11,2017-03-15,244.006,Vineland_New Jersey_8360.0
CA-2017-152289,LC-16930,TEC-AC-10004571-3112612959915383681,TEC-AC-10004571,2017-08-26,2017-08-28,159.984,Pasadena_Texas_77506.0
CA-2017-152289,LC-16930,FUR-CH-10002126-1503216013213725076,FUR-CH-10002126,2017-08-26,2017-08-28,1024.716,Pasadena_Texas_77506.0
US-2017-104794,KD-16495,OFF-FA-10001754--3556823220864117843,OFF-FA-10001754,2017-12-16,2017-12-19,3.68,New York City_New York_10009.0
CA-2015-151708,MB-17305,FUR-FU-10001602-5691514712797576916,FUR-FU-10001602,2015-08-08,2015-08-14,121.376,Glendale_Arizona_85301.0
CA-2015-151708,MB-17305,TEC-AC-10001767-8496315763570694675,TEC-AC-10001767,2015-08-08,2015-08-14,95.976,Glendale_Arizona_85301.0
CA-2016-100769,TH-21550,TEC-AC-10002402--85658471915493678,TEC-AC-10002402,2016-05-16,2016-05-16,255.968,Jacksonville_Florida_32216.0
CA-2018-139199,DK-12835,FUR-CH-10000847--6203057933790503144,FUR-CH-10000847,2018-12-09,2018-12-13,872.94,Detroit_Michigan_48234.0
CA-2018-139199,DK-12835,OFF-BI-10003982--5312336698080394165,OFF-BI-10003982,2018-12-09,2018-12-13,41.54,Detroit_Michigan_48234.0
CA-2018-139199,DK-12835,OFF-PA-10001293-4473160973612973879,OFF-PA-10001293,2018-12-09,2018-12-13,12.96,Detroit_Michigan_48234.0
US-2016-161466,ON-18715,OFF-AR-10000634-5669705425731187915,OFF-AR-10000634,2016-09-24,2016-09-27,6.848,Philadelphia_Pennsylvania_19120.0
CA-2018-164959,KN-16390,OFF-LA-10004272--4104465522640843172,OFF-LA-10004272,2018-07-11,2018-07-15,8.67,Los Angeles_California_90004.0
US-2016-105676,NM-18520,FUR-FU-10004270-6127212603481815489,FUR-FU-10004270,2016-12-01,2016-12-02,6.688,Houston_Texas_77036.0
CA-2017-113138,NP-18685,OFF-AR-10003770-501394661805447072,OFF-AR-10003770,2017-11-19,2017-11-25,17.28,Niagara Falls_New York_14304.0
CA-2017-113138,NP-18685,OFF-BI-10000320--7855117614574355351,OFF-BI-10000320,2017-11-19,2017-11-25,17.712,Niagara Falls_New York_14304.0
US-2018-104955,CG-12040,OFF-LA-10003121--6656962103764659317,OFF-LA-10003121,2018-03-19,2018-03-24,28.91,New York City_New York_10024.0
CA-2017-121958,CS-12505,OFF-SU-10000381-7207635746923787312,OFF-SU-10000381,2017-11-13,2017-11-17,52.136,Thomasville_North Carolina_27360.0
CA-2018-121468,KD-16345,TEC-PH-10000376-8516784621147901961,TEC-PH-10000376,2018-11-19,2018-11-20,31.968,Westminster_California_92683.0
US-2017-108455,MK-18160,OFF-PA-10002262-6339911208503909226,OFF-PA-10002262,2017-12-02,2017-12-08,25.92,San Francisco_California_94122.0
US-2017-108455,MK-18160,OFF-PA-10002464--6353192309459895580,OFF-PA-10002464,2017-12-02,2017-12-08,40.46,San Francisco_California_94122.0
US-2017-108455,MK-18160,OFF-ST-10002214--5650770061868366348,OFF-ST-10002214,2017-12-02,2017-12-08,33.87,San Francisco_California_94122.0
CA-2018-101210,DW-13540,OFF-AR-10003560-2678186836795908294,OFF-AR-10003560,2018-08-25,2018-08-28,9.728,Jackson_Tennessee_38301.0
CA-2018-101210,DW-13540,OFF-PA-10000130-4848850652532224178,OFF-PA-10000130,2018-08-25,2018-08-28,3.424,Jackson_Tennessee_38301.0
US-2017-108098,CP-12340,TEC-AC-10000865--992384783617756868,TEC-AC-10000865,2017-10-14,2017-10-18,177.0,Seattle_Washington_98115.0
CA-2015-119032,MS-17770,OFF-FA-10003021--2750901894937266039,OFF-FA-10003021,2015-11-27,2015-12-03,3.76,New York City_New York_10035.0
CA-2016-140410,CM-12655,TEC-PH-10003580-6272878206003388628,TEC-PH-10003580,2016-11-03,2016-11-07,1212.848,Los Angeles_California_90008.0
CA-2016-140410,CM-12655,TEC-AC-10001109-2730679060898461547,TEC-AC-10001109,2016-11-03,2016-11-07,89.97,Los Angeles_California_90008.0
CA-2016-140410,CM-12655,FUR-FU-10003347-1573816857003517540,FUR-FU-10003347,2016-11-03,2016-11-07,42.6,Los Angeles_California_90008.0
CA-2015-136280,Co-12640,OFF-LA-10000452--4784572837488725379,OFF-LA-10000452,2015-11-29,2015-12-06,5.04,Philadelphia_Pennsylvania_19143.0
CA-2018-151911,DL-13495,OFF-EN-10002986--3602148883024123122,OFF-EN-10002986,2018-04-30,2018-05-05,62.96,New York City_New York_10024.0
CA-2018-166436,TS-21370,OFF-PA-10001838-1364166738889081754,OFF-PA-10001838,2018-11-24,2018-11-28,5.88,New York City_New York_10035.0
CA-2018-166436,TS-21370,FUR-CH-10000785-2742416899739492414,FUR-CH-10000785,2018-11-24,2018-11-28,977.292,New York City_New York_10035.0
CA-2018-139661,JW-15220,FUR-FU-10002885--6547594275787008179,FUR-FU-10002885,2018-10-30,2018-11-03,9.64,Vancouver_Washington_98661.0
CA-2015-123925,RF-19840,OFF-AR-10002952--4248146267639534125,OFF-AR-10002952,2015-12-17,2015-12-19,40.05,Columbus_Georgia_31907.0
CA-2018-152485,JD-15790,OFF-AR-10003759-6511361882717338247,OFF-AR-10003759,2018-09-04,2018-09-08,10.192,Coppell_Texas_75019.0
CA-2018-152485,JD-15790,OFF-ST-10004950-3345373199617898316,OFF-ST-10004950,2018-09-04,2018-09-08,16.784,Coppell_Texas_75019.0
CA-2018-152485,JD-15790,OFF-AR-10001940--6456599839704548117,OFF-AR-10001940,2018-09-04,2018-09-08,13.12,Coppell_Texas_75019.0
CA-2017-141586,NK-18490,OFF-BI-10003981-5749112439354566662,OFF-BI-10003981,2017-10-17,2017-10-20,18.16,San Francisco_California_94122.0
CA-2018-130386,NG-18430,OFF-PA-10002749-4052272376857910919,OFF-PA-10002749,2018-11-12,2018-11-18,16.056,Austin_Texas_78745.0
CA-2018-130386,NG-18430,OFF-PA-10003823-8919691760665691679,OFF-PA-10003823,2018-11-12,2018-11-18,223.056,Austin_Texas_78745.0
CA-2018-130386,NG-18430,OFF-ST-10003716-6755340223995048866,OFF-ST-10003716,2018-11-12,2018-11-18,540.048,Austin_Texas_78745.0
CA-2017-100468,AT-10435,TEC-PH-10001300--7211777956965642801,TEC-PH-10001300,2017-11-24,2017-12-01,33.52,Los Angeles_California_90045.0
CA-2017-100468,AT-10435,FUR-FU-10000010--174105727042814784,FUR-FU-10000010,2017-11-24,2017-12-01,9.94,Los Angeles_California_90045.0
CA-2016-153388,PC-19000,OFF-AR-10001868-3205041326181841406,OFF-AR-10001868,2016-08-01,2016-08-07,6.72,Los Angeles_California_90004.0
CA-2016-153388,PC-19000,FUR-TA-10003715--1644517492459317155,FUR-TA-10003715,2016-08-01,2016-08-07,1004.976,Los Angeles_California_90004.0
CA-2018-154935,AR-10540,OFF-BI-10003708-9109816179239657855,OFF-BI-10003708,2018-12-24,2018-12-29,17.88,New York City_New York_10024.0
CA-2017-134208,CS-12505,TEC-MA-10004458--3827707917491203089,TEC-MA-10004458,2017-09-17,2017-09-23,396.0,Columbus_Georgia_31907.0
CA-2018-108294,LS-16975,OFF-BI-10004965--8700760591937151878,OFF-BI-10004965,2018-12-10,2018-12-10,34.5,Omaha_Nebraska_68104.0
CA-2018-103611,JM-15535,FUR-FU-10004270-6127212603481815489,FUR-FU-10004270,2018-09-12,2018-09-15,8.36,Los Angeles_California_90036.0
CA-2018-100384,NH-18610,OFF-AR-10002135--4382697445250615953,OFF-AR-10002135,2018-06-24,2018-07-01,385.6,Pomona_California_91767.0
CA-2018-100384,NH-18610,OFF-AR-10003514-6985410148998212517,OFF-AR-10003514,2018-06-24,2018-07-01,35.82,Pomona_California_91767.0
CA-2018-112809,RA-19915,OFF-ST-10002276-6943950083458385187,OFF-ST-10002276,2018-08-18,2018-08-22,200.064,Dallas_Texas_75220.0
CA-2018-112809,RA-19915,OFF-BI-10001098--6835480433602996506,OFF-BI-10001098,2018-08-18,2018-08-22,21.38,Dallas_Texas_75220.0
CA-2018-112809,RA-19915,OFF-BI-10001636--3868994135745608453,OFF-BI-10001636,2018-08-18,2018-08-22,6.744,Dallas_Texas_75220.0
US-2018-160759,AI-10855,FUR-CH-10002961--334437304147935710,FUR-CH-10002961,2018-12-11,2018-12-17,63.686,Philadelphia_Pennsylvania_19120.0
CA-2018-148446,MC-17845,FUR-TA-10004256--2845701625009666413,FUR-TA-10004256,2018-12-10,2018-12-14,1669.6,North Las Vegas_Nevada_89031.0
CA-2015-111059,TB-21400,OFF-BI-10004593--7383958188860401151,OFF-BI-10004593,2015-02-03,2015-02-06,83.84,Seattle_Washington_98105.0
CA-2015-111059,TB-21400,OFF-BI-10002827--2790562686439496362,OFF-BI-10002827,2015-02-03,2015-02-06,13.272,Seattle_Washington_98105.0
CA-2018-116204,VW-21775,OFF-BI-10001759-64343879077392577,OFF-BI-10001759,2018-02-11,2018-02-14,21.336,San Francisco_California_94110.0
CA-2018-109946,PL-18925,OFF-AR-10001419-2169928061211923946,OFF-AR-10001419,2018-04-16,2018-04-21,16.52,Chicago_Illinois_60610.0
CA-2016-144806,GH-14425,FUR-FU-10002253--6135062756249055273,FUR-FU-10002253,2016-12-06,2016-12-11,206.112,Tucson_Arizona_85705.0
CA-2016-144806,GH-14425,OFF-PA-10002586-37113419010892540,OFF-PA-10002586,2016-12-06,2016-12-11,19.92,Tucson_Arizona_85705.0
CA-2016-144806,GH-14425,OFF-PA-10003039-2830246482960899196,OFF-PA-10003039,2016-12-06,2016-12-11,198.272,Tucson_Arizona_85705.0
CA-2016-144806,GH-14425,OFF-ST-10004804--5494140280423271825,OFF-ST-10004804,2016-12-06,2016-12-11,247.104,Tucson_Arizona_85705.0
CA-2016-144806,GH-14425,OFF-AR-10004042-3795347930431993253,OFF-AR-10004042,2016-12-06,2016-12-11,86.304,Tucson_Arizona_85705.0
CA-2017-122392,CJ-12010,OFF-AR-10002221--4737747850328256620,OFF-AR-10002221,2017-07-22,2017-07-27,4.16,Allentown_Pennsylvania_18103.0
CA-2017-122392,CJ-12010,FUR-FU-10002456--5772587875200622216,FUR-FU-10002456,2017-07-22,2017-07-27,11.648,Allentown_Pennsylvania_18103.0
CA-2016-148432,MC-18130,OFF-FA-10004968-9089798490940375478,OFF-FA-10004968,2016-11-07,2016-11-10,26.18,Newark_Delaware_19711.0
CA-2016-148432,MC-18130,OFF-PA-10001274-454204254764403210,OFF-PA-10001274,2016-11-07,2016-11-10,7.3,Newark_Delaware_19711.0
CA-2016-103793,BV-11245,OFF-PA-10001125-7948754706604212947,OFF-PA-10001125,2016-03-26,2016-03-31,74.352,Miami_Florida_33142.0
CA-2018-159884,JF-15490,OFF-ST-10000344-7519015971896960753,OFF-ST-10000344,2018-08-31,2018-09-05,10.744,Tempe_Arizona_85281.0
CA-2018-159884,JF-15490,OFF-FA-10000585-3056882555044706366,OFF-FA-10000585,2018-08-31,2018-09-05,8.376,Tempe_Arizona_85281.0
CA-2017-139885,EB-13840,OFF-ST-10003324--596533641376377204,OFF-ST-10003324,2017-12-04,2017-12-08,212.88,New York City_New York_10035.0
CA-2018-124086,MP-18175,FUR-BO-10004015--5653363226888884235,FUR-BO-10004015,2018-02-10,2018-02-14,203.983,Laguna Niguel_California_92677.0
CA-2017-112389,JM-15655,OFF-ST-10000419--5700524895595895433,OFF-ST-10000419,2017-10-29,2017-11-02,40.74,Bridgeton_New Jersey_8302.0
CA-2017-112389,JM-15655,OFF-AP-10001626-2039512426344163961,OFF-AP-10001626,2017-10-29,2017-11-02,11.67,Bridgeton_New Jersey_8302.0
CA-2018-121888,CL-11890,TEC-PH-10000439--5734166200434854279,TEC-PH-10000439,2018-09-15,2018-09-17,39.99,Everett_Massachusetts_2149.0
CA-2018-121888,CL-11890,OFF-AR-10003478-5053207286922189329,OFF-AR-10003478,2018-09-15,2018-09-17,16.28,Everett_Massachusetts_2149.0
CA-2018-121888,CL-11890,FUR-BO-10002545-203608947492023612,FUR-BO-10002545,2018-09-15,2018-09-17,782.94,Everett_Massachusetts_2149.0
CA-2018-121888,CL-11890,OFF-BI-10001765--374144042261915147,OFF-BI-10001765,2018-09-15,2018-09-17,242.48,Everett_Massachusetts_2149.0
CA-2015-166884,CK-12205,FUR-FU-10003981--4860790888605455338,FUR-FU-10003981,2015-03-11,2015-03-16,8.32,Columbus_Ohio_43229.0
CA-2015-166884,CK-12205,OFF-FA-10001561-2527140494229088117,OFF-FA-10001561,2015-03-11,2015-03-16,10.464,Columbus_Ohio_43229.0
CA-2015-107181,DB-13270,OFF-BI-10004230--6611061483432336033,OFF-BI-10004230,2015-02-04,2015-02-08,82.896,San Diego_California_92024.0
CA-2015-107181,DB-13270,OFF-PA-10000350-3598910229918724517,OFF-PA-10000350,2015-02-04,2015-02-08,34.24,San Diego_California_92024.0
CA-2015-150245,PC-18745,FUR-BO-10002613--4834353352590559845,FUR-BO-10002613,2015-12-31,2016-01-04,1573.488,Watertown_New York_13601.0
CA-2016-111395,VB-21745,OFF-PA-10000994--883102416328284827,OFF-PA-10000994,2016-11-23,2016-11-27,335.52,San Antonio_Texas_78207.0
CA-2016-111395,VB-21745,OFF-BI-10002867--7372737324564501514,OFF-BI-10002867,2016-11-23,2016-11-27,23.912,San Antonio_Texas_78207.0
CA-2016-111395,VB-21745,OFF-ST-10001291--2708260591442934933,OFF-ST-10001291,2016-11-23,2016-11-27,27.056,San Antonio_Texas_78207.0
CA-2015-134278,EP-13915,TEC-CO-10001046-6301124963339623162,TEC-CO-10001046,2015-07-06,2015-07-08,559.992,New York City_New York_10011.0
US-2018-124926,ME-17320,OFF-AP-10004868--2497767616483099168,OFF-AP-10004868,2018-11-13,2018-11-18,9.324,Houston_Texas_77095.0
CA-2017-159345,IG-15085,OFF-PA-10000806--7859664435380496899,OFF-PA-10000806,2017-06-17,2017-06-22,111.96,San Diego_California_92024.0
CA-2015-130274,JS-15940,OFF-LA-10002195-7740009556660462194,OFF-LA-10002195,2015-05-03,2015-05-05,21.56,Appleton_Wisconsin_54915.0
CA-2018-158386,BO-11425,OFF-BI-10003719-6717483033154486487,OFF-BI-10003719,2018-10-16,2018-10-21,124.75,Richmond_Kentucky_40475.0
CA-2016-111507,VW-21775,OFF-AR-10001315--8418593735285289270,OFF-AR-10001315,2016-02-06,2016-02-13,5.28,Bellevue_Washington_98006.0
CA-2018-120761,AB-10150,TEC-AC-10000171--4442940537529358384,TEC-AC-10000171,2018-09-04,2018-09-08,91.96,Long Beach_New York_11561.0
CA-2017-109176,JW-16075,OFF-EN-10003134-592934926399069147,OFF-EN-10003134,2017-05-09,2017-05-15,9.344,Philadelphia_Pennsylvania_19140.0
CA-2017-109176,JW-16075,OFF-AR-10001955--6256831520080251129,OFF-AR-10001955,2017-05-09,2017-05-15,79.36,Philadelphia_Pennsylvania_19140.0
CA-2016-112116,JE-15475,FUR-TA-10001039--5936920754589111764,FUR-TA-10001039,2016-03-16,2016-03-18,171.96,Seattle_Washington_98103.0
CA-2017-126809,EB-13750,OFF-BI-10003712--4383973035622588430,OFF-BI-10003712,2017-04-09,2017-04-13,35.352,Seattle_Washington_98103.0
CA-2015-105172,PK-18910,OFF-LA-10001641--2266095164447823991,OFF-LA-10001641,2015-04-04,2015-04-09,18.9,San Francisco_California_94109.0
CA-2018-107293,CS-12400,OFF-AR-10003732-8937302740306570123,OFF-AR-10003732,2018-09-05,2018-09-06,2.78,Seattle_Washington_98115.0
US-2018-102890,SG-20470,FUR-TA-10000577-1829411158375659737,FUR-TA-10000577,2018-06-30,2018-06-30,1044.63,New York City_New York_10011.0
CA-2016-158554,CM-12190,OFF-PA-10004000-4049209977766722844,OFF-PA-10004000,2016-11-09,2016-11-09,11.352,Philadelphia_Pennsylvania_19134.0
CA-2015-116239,CL-12565,OFF-ST-10001370--5492370466760922510,OFF-ST-10001370,2015-03-04,2015-03-04,354.9,Columbia_South Carolina_29203.0
CA-2016-132101,JO-15550,TEC-PH-10004539-9140759238700123516,TEC-PH-10004539,2016-03-19,2016-03-25,453.576,Seattle_Washington_98105.0
CA-2016-129112,AW-10840,TEC-AC-10003038-7202096587279484268,TEC-AC-10003038,2016-11-29,2016-11-30,21.48,Allen_Texas_75002.0
CA-2016-129112,AW-10840,OFF-BI-10000088-7556729274432280096,OFF-BI-10000088,2016-11-29,2016-11-30,8.784,Allen_Texas_75002.0
US-2018-152002,DV-13465,OFF-PA-10000357-4653550406279772341,OFF-PA-10000357,2018-06-11,2018-06-11,122.97,Los Angeles_California_90004.0
CA-2018-165029,AH-10075,OFF-AR-10003504-6692181870644519140,OFF-AR-10003504,2018-11-26,2018-11-30,12.84,Atlanta_Georgia_30318.0
US-2015-157385,SC-20095,FUR-CH-10000863--7321904970882345991,FUR-CH-10000863,2015-11-23,2015-11-25,603.92,Los Angeles_California_90004.0
US-2015-157385,SC-20095,OFF-EN-10003160-181309559036942425,OFF-EN-10003160,2015-11-23,2015-11-25,21.84,Los Angeles_California_90004.0
US-2015-157385,SC-20095,TEC-AC-10003280-244707556568772113,TEC-AC-10003280,2015-11-23,2015-11-25,29.99,Los Angeles_California_90004.0
US-2015-157385,SC-20095,FUR-CH-10000595--3905627493390023439,FUR-CH-10000595,2015-11-23,2015-11-25,381.44,Los Angeles_California_90004.0
CA-2015-101602,MC-18100,TEC-PH-10000169-6871349735582461010,TEC-PH-10000169,2015-12-15,2015-12-18,40.68,El Paso_Texas_79907.0
CA-2015-101602,MC-18100,FUR-CH-10004675--2275739352822241845,FUR-CH-10004675,2015-12-15,2015-12-18,763.28,El Paso_Texas_79907.0
CA-2017-109057,TT-21460,OFF-ST-10002406-7063094758279882843,OFF-ST-10002406,2017-04-22,2017-04-27,23.952,Aurora_Illinois_60505.0
CA-2017-154403,AP-10720,OFF-PA-10001526--8624254370239680964,OFF-PA-10001526,2017-05-23,2017-05-27,4.98,Florence_Alabama_35630.0
CA-2017-102456,DL-12865,OFF-AP-10004336-8556147871319796819,OFF-AP-10004336,2017-02-27,2017-03-01,170.88,New York City_New York_10011.0
